duration_s,power_wheels_W,power_hebis_W,total_energy_J,pos_change_xyz_m,heading_change_rad,cost_of_transport,max_accel_steer_radps2,max_accel_bogie_radps2
1.5039615631103516,5.633119714701893,3.536796334606945,0.23028515658486062,"(0.011518896221374808, 0.004461239902884828, -1.984432284751758e-05)",0.02343853524545836,0.24363667814906267,3.194515053754421,1.5061359950458406
1.71226167678833,0.12609075784036328,13.451810010670357,0.0667447424378388,"(0.0002673704105560226, 2.2948900939623318e-05, -8.765265673188471e-05)",0.0009112496643502166,3.250470471302311,7.00094155383801,4.686743473891758
3.999345541000366,2.056076633986372,10.476336897631608,2.209068427617934,"(-0.00021512958546876515, -0.0049872164581027945, 0.002572204707820047)",0.0233653036414658,5.783405758807569,4.31553578783403,37.41633808285102
3.9353432655334473,0.07236869158542474,5.889156814300872,3.3927725575639127,"(0.005810305831106477, 0.014658191634045054, -0.009330391957939499)",0.0197943816407658,2.81203779023923,5.574066694088662,8.771281133664246
1.8877694606781006,9.015893366100947,4.702141481502572,0.9558846232444751,"(0.019840267362836173, -0.004096607107381023, -0.0014122185560037082)",0.041409094065307794,0.6166354018098599,8.2536364434825,11.367318677277957
1.725522518157959,2.6202847934591125,5.393018936080792,0.2066279514758043,"(0.0020147802521825187, -0.0004639179426746409, 0.00017846953769412588)",0.009716909038931965,1.3061100937290322,9.738029769292545,3.0037986590576464
3.999410390853882,7.428692077849598,10.642977271515711,1.7807451346635677,"(-0.002086936796392852, 0.014013182008666636, 0.004217446787105172)",0.011238793846336845,1.6426229361183557,9.479601743904889,6.788395958258166
3.9840285778045654,6.52527979176468,6.71443782661933,2.0378122274913095,"(0.011502330743845768, -0.009054927077820296, -0.003772543654399829)",0.010668431493044625,1.8192576657328665,4.159622594182502,17.795239058146855
3.967707395553589,8.696909351175123,3.2706669929697583,1.25692719724511,"(0.025261176855926326, 0.007479306668668584, -0.0015994506081149495)",0.06678647376566697,0.6235133966819673,1.9283532893413102,8.349029459544692
3.9675216674804688,6.836299418774313,4.753607850803696,0.5265683255150574,"(0.012556902731722164, 0.004999766191904009, 0.0016025098404610638)",0.028427774418085056,0.5091589525693826,7.158530716205511,2.4410488606588054
1.5038776397705078,4.152825264349877,3.106637771438612,0.2175389864380613,"(0.012250557937814266, 0.0007446561906954696, 0.00015877791600699132)",0.021926589355588916,0.23164171334075986,3.110559183802878,1.542598774022956
1.7274186611175537,5.202279185493007,4.275019244931758,0.0938985812464375,"(0.0029745116335024857, 0.00026246116292841237, -1.9752119056082318e-05)",0.004072388024086826,0.41095630554166845,7.5882076086774575,1.3606793096893488
3.999823570251465,2.0709025746160266,10.264151675028964,2.0059173983691396,"(0.004444479855418404, 0.0029485949279919044, -0.0029864896139354946)",0.02121890497800301,4.915033902115051,8.486208854666186,25.45548879117509
3.9356510639190674,2.9224040336979056,9.735996085399078,3.059110058971949,"(0.012471230169485925, 0.015366337686087916, -0.010586193489539764)",0.02444196240078428,2.0201292018655543,3.3040581469992323,9.588287170107133
1.8884475231170654,8.792959295909037,5.42726623712368,0.9209196448206403,"(0.014530573843732741, -0.006729963145485379, -0.0009657709419740312)",0.036412451525411504,0.7515774268567774,3.452674142111153,4.336954902040636
1.9837946891784668,3.5428582363691348,1.35367947917554,0.1882610251619047,"(0.0010645797349558422, -0.0007166072510746968, 0.00021443790760178327)",0.021805870218879614,1.9172069766336202,6.561138820672842,3.9343963207190065
3.9989938735961914,9.71411759779815,9.758752636470744,1.9234732649765807,"(0.0013846380570206873, 0.012233826731375463, 0.0031042084963598393)",0.003807635513916191,2.0417202515349264,11.471792137443451,8.120996398603715
3.9676480293273926,7.430553506040645,5.9135248265445135,3.534291860434217,"(0.00924344347381173, -0.015233881922059211, -0.003562827086717457)",0.013595989985056678,2.592139984384944,7.358595157360131,8.268641500017823
3.967984437942505,8.68687253049174,6.049103787967725,1.0871277678740845,"(0.026095638432804713, -0.0007973185891997914, -0.00015348549549015766)",0.06781721334459198,0.5441848333132581,2.802584814912045,2.154103035926639
3.959935426712036,7.333992398633815,5.033306925033792,0.6098631434814084,"(0.017036690973504687, 0.000993189897949831, 0.0018279711209234772)",0.020012061948336574,0.4670321702006383,9.63435940330511,17.870726274538796
1.488492488861084,7.2730284095691475,3.2986857475861644,0.2512084407351743,"(0.01393202376556757, 0.005343268717512117, 0.0008530229641331433)",0.03297543127680977,0.22001764200149013,3.953249621901854,1.88569169691554
1.7111115455627441,3.8275374713632813,11.650797839086632,0.05995909483080757,"(0.0019592436930729873, 0.0006139504088197301, -0.00012766095971550318)",0.003138097032537618,0.3816482331481315,9.50547080108024,4.361018332543462
3.9997024536132812,1.7429645163805452,10.756320796395432,1.8574434159409585,"(0.003499966842083535, 0.002989011166971367, -0.002065201448420706)",0.02383959206989325,5.2741011315056765,5.940820660825091,20.454081849651978
3.9365015029907227,1.5102168844747204,9.412195661789903,3.3176499290661345,"(0.003075656224619139, 0.007278399726804635, -0.005348827416549018)",0.015351429296911606,5.487236917586585,2.5143253171861164,7.148321679837727
1.9837467670440674,5.647649390076566,5.839032951639898,1.2052479992262697,"(0.01812634238386529, -0.0024690441898368998, -0.0012901184440400337)",0.04200752587036302,0.8610147719776192,9.362674888279352,16.658840615280123
1.7272353172302246,3.3364955254157267,6.311463289584677,0.16213227990442347,"(0.0015662842802718069, -0.0005071301782904603, 0.00010200838277385493)",0.0036846997432878337,1.2870250061208892,4.3789712148515205,4.143953376710626
4.00012731552124,9.930411902485762,9.880810528323142,1.783126320252725,"(0.00019863316289819855, 0.014816494880726117, 0.005566870026336379)",0.010067964504212684,1.5726569608288892,7.7179363555485505,14.48548842795847
3.9841411113739014,4.741550701479693,7.170072913542341,3.0118520321747986,"(0.015313377308575377, -0.017592192950320634, -0.007831885038566633)",0.02528006001871358,1.6876277126444474,4.985044596781323,30.25486325914749
4.000293493270874,7.254450912749255,3.783888062867458,1.2526648118075048,"(0.02718765435939441, 0.006887224220169047, -0.0023176465757471787)",0.035640493738471474,0.5837052942183397,2.0832390916852654,27.492782940780128
3.967801809310913,6.475849494362693,5.053681709436523,0.9043045581269333,"(0.013047224919294942, 0.004367902603052087, 7.925219457521893e-05)",0.03374868011306542,0.8589460348116347,12.792413550841978,3.6917327092606973
